axis,freq,target,model,fold_id,fold_start,fold_end,wape_false,wape_true,delta_true_minus_false,improves_with_weather
workload,weekly,skus_distintos,model_p80,2,2024-12-16,2026-01-26,0.58694910958119,0.6350869265608158,0.048137816979625825,False
workload,weekly,workload_atribuible_movs,model_p50,2,2024-12-16,2026-01-26,0.682603507690883,0.6154851915638242,-0.06711831612705876,True
workload,weekly,workload_atribuible_movs,model_p80,2,2024-12-16,2026-01-26,1.159859356600652,1.045169088298569,-0.11469026830208318,True
workload,weekly,workload_no_atribuible_movs,model_p50,2,2024-12-16,2026-01-26,0.4166866928819506,0.4439427664710326,0.027256073589081997,False
workload,weekly,workload_no_atribuible_movs,model_p80,2,2024-12-16,2026-01-26,0.6676021460959122,0.7037184451183396,0.03611629902242741,False
workload,weekly,picking_movs,model_p50,2,2024-12-16,2026-01-26,0.3840584872705067,0.3681215813702171,-0.015936905900289566,True
workload,weekly,picking_movs,model_p80,2,2024-12-16,2026-01-26,0.707396048258383,0.7175217221717112,0.010125673913328193,False
workload,weekly,picking_movs_atribuibles,model_p50,2,2024-12-16,2026-01-26,0.2293203011273372,0.2144006817956029,-0.014919619331734302,True
workload,weekly,picking_movs_atribuibles,model_p80,2,2024-12-16,2026-01-26,0.6399284619575198,0.6414881435666162,0.0015596816090963639,False
workload,weekly,picking_movs_atribuibles_entrega,model_p50,2,2024-12-16,2026-01-26,0.2293203011273372,0.2144006817956029,-0.014919619331734302,True
workload,weekly,picking_movs_atribuibles_entrega,model_p80,2,2024-12-16,2026-01-26,0.6399284619575198,0.6414881435666162,0.0015596816090963639,False
workload,weekly,picking_movs_no_atribuibles,model_p50,2,2024-12-16,2026-01-26,1.464444300449902,1.2882845778866303,-0.17615972256327161,True
workload,weekly,picking_movs_no_atribuibles,model_p80,2,2024-12-16,2026-01-26,1.7170752216568004,1.8798492840466856,0.16277406238988523,False
workload,weekly,conteo_movimientos,model_p50,3,2026-01-05,2026-02-23,0.1375036080831735,0.1280644555959421,-0.0094391524872314,True
workload,weekly,conteo_movimientos,model_p80,3,2026-01-05,2026-02-23,0.1613786660245453,0.15461445830583,-0.006764207718715276,True
workload,weekly,unidades_movidas,model_p50,3,2026-01-05,2026-02-23,0.4008344458574958,0.4185032984785145,0.017668852621018694,False
workload,weekly,unidades_movidas,model_p80,3,2026-01-05,2026-02-23,0.3662066702706148,0.3836050317376584,0.0173983614670436,False
workload,weekly,skus_distintos,model_p50,3,2026-01-05,2026-02-23,0.183703575557208,0.1922618771381701,0.008558301580962102,False
workload,weekly,skus_distintos,model_p80,3,2026-01-05,2026-02-23,0.2686164975950566,0.247143418617604,-0.021473078977452625,True
workload,weekly,workload_atribuible_movs,model_p50,3,2026-01-05,2026-02-23,0.3989795410589422,0.3674286539403101,-0.031550887118632076,True
workload,weekly,workload_atribuible_movs,model_p80,3,2026-01-05,2026-02-23,0.6090105267674065,0.5746349696275234,-0.03437555713988316,True
workload,weekly,workload_no_atribuible_movs,model_p50,3,2026-01-05,2026-02-23,0.1940799785320786,0.1990043006692189,0.004924322137140308,False
workload,weekly,workload_no_atribuible_movs,model_p80,3,2026-01-05,2026-02-23,0.2438674751432789,0.2479672050320374,0.004099729888758508,False
workload,weekly,picking_movs,model_p50,3,2026-01-05,2026-02-23,0.0958425724040374,0.1107829385992204,0.014940366195183005,False
workload,weekly,picking_movs,model_p80,3,2026-01-05,2026-02-23,0.3551687123440804,0.3404965939051524,-0.014672118438927961,True
workload,weekly,picking_movs_atribuibles,model_p50,3,2026-01-05,2026-02-23,0.0746570359359741,0.0562800018958306,-0.0183770340401435,True
workload,weekly,picking_movs_atribuibles,model_p80,3,2026-01-05,2026-02-23,0.169415021910901,0.1520181365319121,-0.017396885378988897,True
