axis,freq,target,model,fold_id,fold_start,fold_end,wape,smape,mase,wape_peak5,smape_peak5,mase_peak5,coverage_empirical
workload,daily,conteo_movimientos,ma28,1,2024-11-12,2024-12-15,0.360369999654851,0.49447983658777817,0.7110217393733562,0.3362159329140461,0.40076472374562827,1.0702950792353414,
workload,daily,conteo_movimientos,model_p50,1,2024-11-12,2024-12-15,0.01530313345676117,0.09381032060849535,0.030193580427644404,0.013413332627185276,0.01360876445168473,0.042699415767108916,
workload,daily,conteo_movimientos,model_p80,1,2024-11-12,2024-12-15,0.05042900958378946,0.3451290362858141,0.09949807737459637,0.023764183709521835,0.023034331298655487,0.07564986187864059,
workload,daily,unidades_movidas,naive_t7,1,2024-11-12,2024-12-15,0.6743104065644617,0.842396798036367,0.9212568715391793,0.843485089947807,1.5222923519846443,2.524871840525826,
workload,daily,unidades_movidas,ma7,1,2024-11-12,2024-12-15,0.5578231273575508,0.6535947960969152,0.7621095332042628,0.6527835873744846,0.9727814822358315,1.9540296768271896,
workload,daily,unidades_movidas,ma28,1,2024-11-12,2024-12-15,0.49795497279753015,0.598127072257446,0.6803164179892801,0.5559658884332069,0.7700549726955825,1.6642174624388295,
workload,daily,unidades_movidas,model_p50,1,2024-11-12,2024-12-15,0.2596937080261441,0.42832468658468725,0.3547989333777302,0.5136427738312495,0.6920293101807831,1.537528275474728,
workload,daily,unidades_movidas,model_p80,1,2024-11-12,2024-12-15,0.32169921927622447,0.4355021710758571,0.43951214965963803,0.3547255527099454,0.4313954426642712,1.0618285608435836,
workload,daily,skus_distintos,naive_t7,1,2024-11-12,2024-12-15,0.505831299159208,0.6882009683861341,1.2943736197716373,0.48,0.6503929082955909,2.215356887030062,
workload,daily,skus_distintos,ma7,1,2024-11-12,2024-12-15,0.46014956023092723,0.5903079233331533,1.1774784456842562,0.47518796992481205,0.623794092125199,2.1931477954307637,
workload,daily,skus_distintos,ma28,1,2024-11-12,2024-12-15,0.41520399860513774,0.5535931889472866,1.0624670784736014,0.45609022556390977,0.5906743342345429,2.105005463146046,
workload,daily,skus_distintos,model_p50,1,2024-11-12,2024-12-15,0.2668060789629804,0.2673095655607567,0.6827310820394568,0.45737256497974926,0.5939385759520033,2.110923878680192,
workload,daily,skus_distintos,model_p80,1,2024-11-12,2024-12-15,0.21279273819971523,0.2825805809283561,0.544516140583844,0.3843428692511866,0.4761156295917788,1.7738679632843979,
workload,daily,workload_atribuible_movs,naive_t7,1,2024-11-12,2024-12-15,0.6414575455482984,0.8001907880268252,1.0712278833551767,0.5253807106598984,0.711928481418959,1.6636754587155962,
workload,daily,workload_atribuible_movs,ma7,1,2024-11-12,2024-12-15,0.5101900505819379,0.640445336556039,0.8520124391499719,0.43691080493110956,0.5581393039508469,1.3835258300567934,
workload,daily,workload_atribuible_movs,ma28,1,2024-11-12,2024-12-15,0.47799931247851496,0.599691764364094,0.7982542185452162,0.3343908629441624,0.4006151411328645,1.0588852255351682,
workload,daily,workload_atribuible_movs,model_p50,1,2024-11-12,2024-12-15,0.0775050108895286,0.4304468930583014,0.12943261692189145,0.04339904515519027,0.04429954852169138,0.13742782118074268,
workload,daily,workload_atribuible_movs,model_p80,1,2024-11-12,2024-12-15,0.10781506813210583,0.45661100207855293,0.1800501187186577,0.053609806809660585,0.052230253888704885,0.16976131427377936,
workload,daily,workload_no_atribuible_movs,naive_t7,1,2024-11-12,2024-12-15,0.5136897001303781,0.6935873015631481,0.9087054771228925,0.15047021943573669,0.16264762364738217,0.4428209431664857,
