pedido_id,n_propietarios_distintos,n_lineas_pi_totales,n_skus_distintos_totales,proxy_recorridos,penalty_ratio,is_multi_propietario
SGP202315882,1,1,1,1,1.0,0
SGP202315886,1,1,1,1,1.0,0
SGP202315888,1,1,1,1,1.0,0
SGP202315891,1,1,1,1,1.0,0
SGP202315896,1,1,1,1,1.0,0
SGP202315906,1,1,1,1,1.0,0
SGP202315911,1,1,1,1,1.0,0
SGP202315916,1,1,1,1,1.0,0
SGP202315922,1,1,1,1,1.0,0
SGP202315923,1,1,1,1,1.0,0
SGP202315927,1,1,1,1,1.0,0
SGP202315930,1,1,1,1,1.0,0
SGP202315931,1,1,1,1,1.0,0
SGP202315932,1,1,1,1,1.0,0
SGP202315937,1,1,1,1,1.0,0
SGP202315938,1,1,1,1,1.0,0
SGP202315959,1,1,1,1,1.0,0
SGP202315961,1,1,1,1,1.0,0
SGP202315969,1,1,1,1,1.0,0
SGP202315971,1,1,1,1,1.0,0
SGP202315974,1,1,1,1,1.0,0
SGP202315976,1,1,1,1,1.0,0
SGP202315978,1,1,1,1,1.0,0
SGP202315979,1,1,1,1,1.0,0
SGP202315980,1,1,1,1,1.0,0
SGP202315981,1,1,1,1,1.0,0
SGP202315983,1,1,1,1,1.0,0
SGP202315984,1,1,1,1,1.0,0
SGP202315985,1,1,1,1,1.0,0
SGP202315986,1,1,1,1,1.0,0
SGP202315987,1,1,1,1,1.0,0
SGP202315988,1,1,1,1,1.0,0
SGP202315989,1,1,1,1,1.0,0
SGP202315991,1,1,1,1,1.0,0
SGP202315992,1,1,1,1,1.0,0
SGP202315993,1,1,1,1,1.0,0
SGP202315994,1,1,1,1,1.0,0
SGP202315995,1,1,1,1,1.0,0
SGP202315996,1,1,1,1,1.0,0
SGP202315997,1,1,1,1,1.0,0
SGP202315998,1,1,1,1,1.0,0
SGP202315999,1,1,1,1,1.0,0
SGP202316000,1,1,1,1,1.0,0
SGP202316001,1,1,1,1,1.0,0
SGP202316002,1,1,1,1,1.0,0
SGP202316003,1,1,1,1,1.0,0
SGP202316006,1,1,1,1,1.0,0
SGP202316007,1,1,1,1,1.0,0
SGP202316008,1,1,1,1,1.0,0
SGP202316009,1,1,1,1,1.0,0
SGP202316010,1,1,1,1,1.0,0
SGP202316011,1,1,1,1,1.0,0
SGP202316012,1,1,1,1,1.0,0
SGP202316013,1,1,1,1,1.0,0
SGP202316014,1,1,1,1,1.0,0
SGP202316015,1,1,1,1,1.0,0
SGP202316016,1,1,1,1,1.0,0
SGP202316017,1,1,1,1,1.0,0
SGP202316019,1,1,1,1,1.0,0
SGP202316021,1,1,1,1,1.0,0
SGP202316022,1,1,1,1,1.0,0
SGP202316023,1,1,1,1,1.0,0
SGP202316024,1,1,1,1,1.0,0
SGP202316026,1,1,1,1,1.0,0
SGP202316037,1,1,1,1,1.0,0
SGP202316038,1,1,1,1,1.0,0
SGP202316039,1,1,1,1,1.0,0
SGP202316041,1,1,1,1,1.0,0
SGP202316043,1,1,1,1,1.0,0
SGP202316044,1,1,1,1,1.0,0
SGP202316045,1,1,1,1,1.0,0
SGP202316047,1,1,1,1,1.0,0
SGP202316051,1,1,1,1,1.0,0
SGP202316056,1,1,1,1,1.0,0
SGP202316058,1,1,1,1,1.0,0
SGP202316062,1,1,1,1,1.0,0
SGP202316063,1,1,1,1,1.0,0
SGP202316064,1,1,1,1,1.0,0
SGP202316071,1,1,1,1,1.0,0
SGP202316072,1,1,1,1,1.0,0
SGP202316073,1,1,1,1,1.0,0
SGP202316079,1,1,1,1,1.0,0
SGP202316081,1,1,1,1,1.0,0
SGP202316084,1,1,1,1,1.0,0
SGP202316086,1,1,1,1,1.0,0
SGP202316087,1,1,1,1,1.0,0
SGP202316088,1,1,1,1,1.0,0
SGP202316094,1,1,1,1,1.0,0
SGP202316098,1,1,1,1,1.0,0
SGP202316100,1,1,1,1,1.0,0
SGP202316101,1,1,1,1,1.0,0
SGP202316103,1,1,1,1,1.0,0
SGP202316104,1,1,1,1,1.0,0
SGP202316105,1,1,1,1,1.0,0
SGP202316110,1,1,1,1,1.0,0
SGP202316118,1,1,1,1,1.0,0
SGP202316121,1,1,1,1,1.0,0
SGP202316136,1,1,1,1,1.0,0
SGP202316140,1,1,1,1,1.0,0
SGP202316142,1,1,1,1,1.0,0
SGP202316144,1,1,1,1,1.0,0
SGP202316145,1,1,1,1,1.0,0
SGP202316149,1,1,1,1,1.0,0
SGP202316162,1,1,1,1,1.0,0
SGP202316168,1,1,1,1,1.0,0
SGP202316169,1,1,1,1,1.0,0
SGP202316170,1,1,1,1,1.0,0
SGP202316171,1,1,1,1,1.0,0
SGP202316173,1,1,1,1,1.0,0
SGP202316175,1,1,1,1,1.0,0
SGP202316176,1,1,1,1,1.0,0
SGP202316179,1,1,1,1,1.0,0
SGP202316196,1,1,1,1,1.0,0
SGP202316208,1,1,1,1,1.0,0
SGP202316213,1,1,1,1,1.0,0
SGP202316218,1,1,1,1,1.0,0
SGP202316220,1,1,1,1,1.0,0
SGP202316222,1,1,1,1,1.0,0
SGP202316224,1,1,1,1,1.0,0
SGP202316226,1,1,1,1,1.0,0
SGP202316227,1,1,1,1,1.0,0
SGP202316228,1,1,1,1,1.0,0
SGP202316242,1,1,1,1,1.0,0
SGP202316250,1,1,1,1,1.0,0
SGP202316251,1,1,1,1,1.0,0
SGP202316252,1,1,1,1,1.0,0
SGP202316253,1,1,1,1,1.0,0
SGP202316254,1,1,1,1,1.0,0
SGP202316258,1,1,1,1,1.0,0
SGP202316260,1,1,1,1,1.0,0
SGP202316261,1,1,1,1,1.0,0
SGP202316262,1,1,1,1,1.0,0
SGP202316264,1,1,1,1,1.0,0
SGP202316266,1,1,1,1,1.0,0
SGP202316267,1,1,1,1,1.0,0
SGP202316269,1,1,1,1,1.0,0
SGP202316270,1,1,1,1,1.0,0
SGP202316271,1,1,1,1,1.0,0
SGP202316272,1,1,1,1,1.0,0
SGP202316273,1,1,1,1,1.0,0
SGP202316274,1,1,1,1,1.0,0
SGP202316275,1,1,1,1,1.0,0
SGP202316276,1,1,1,1,1.0,0
SGP202316277,1,1,1,1,1.0,0
SGP202316278,1,1,1,1,1.0,0
SGP202316279,1,1,1,1,1.0,0
SGP202316280,1,1,1,1,1.0,0
SGP202316281,1,1,1,1,1.0,0
SGP202316282,1,1,1,1,1.0,0
SGP202316284,1,1,1,1,1.0,0
SGP202316285,1,1,1,1,1.0,0
SGP202316286,1,1,1,1,1.0,0
SGP202316287,1,1,1,1,1.0,0
SGP202316288,1,1,1,1,1.0,0
SGP202316289,1,1,1,1,1.0,0
SGP202316290,1,1,1,1,1.0,0
SGP202316291,1,1,1,1,1.0,0
SGP202316293,1,1,1,1,1.0,0
SGP202316294,1,1,1,1,1.0,0
SGP202316295,1,1,1,1,1.0,0
SGP202316296,1,1,1,1,1.0,0
SGP202316297,1,1,1,1,1.0,0
SGP202316298,1,1,1,1,1.0,0
SGP202316299,1,1,1,1,1.0,0
SGP202316300,1,1,1,1,1.0,0
SGP202316301,1,1,1,1,1.0,0
SGP202316302,1,1,1,1,1.0,0
SGP202316303,1,1,1,1,1.0,0
SGP202316304,1,1,1,1,1.0,0
SGP202316305,1,1,1,1,1.0,0
SGP202316306,1,1,1,1,1.0,0
SGP202316307,1,1,1,1,1.0,0
SGP202316308,1,1,1,1,1.0,0
SGP202316309,1,1,1,1,1.0,0
SGP202316310,1,1,1,1,1.0,0
SGP202316311,1,1,1,1,1.0,0
SGP202316312,1,1,1,1,1.0,0
SGP202316313,1,1,1,1,1.0,0
SGP202316314,1,1,1,1,1.0,0
SGP202316315,1,1,1,1,1.0,0
SGP202316316,1,1,1,1,1.0,0
SGP202316317,1,1,1,1,1.0,0
SGP202316318,1,1,1,1,1.0,0
SGP202316320,1,1,1,1,1.0,0
SGP202316321,1,1,1,1,1.0,0
SGP202316322,1,1,1,1,1.0,0
SGP202316323,1,1,1,1,1.0,0
SGP202316324,1,1,1,1,1.0,0
SGP202316325,1,1,1,1,1.0,0
SGP202316326,1,1,1,1,1.0,0
SGP202316327,1,1,1,1,1.0,0
SGP202316328,1,1,1,1,1.0,0
SGP202316332,1,1,1,1,1.0,0
SGP202316336,1,1,1,1,1.0,0
SGP202316340,1,1,1,1,1.0,0
SGP202316341,1,1,1,1,1.0,0
SGP202316342,1,1,1,1,1.0,0
SGP202316343,1,1,1,1,1.0,0
SGP202316344,1,1,1,1,1.0,0
SGP202316345,1,1,1,1,1.0,0
SGP202316346,1,1,1,1,1.0,0
SGP202316347,1,1,1,1,1.0,0
SGP202316349,1,1,1,1,1.0,0
SGP202316350,1,1,1,1,1.0,0
SGP202316351,1,1,1,1,1.0,0
SGP202316352,1,1,1,1,1.0,0
SGP202316353,1,1,1,1,1.0,0
SGP202316354,1,1,1,1,1.0,0
SGP202316355,1,1,1,1,1.0,0
SGP202316356,1,1,1,1,1.0,0
SGP202316358,1,1,1,1,1.0,0
SGP202316361,1,1,1,1,1.0,0
SGP202316362,1,1,1,1,1.0,0
SGP202316363,1,1,1,1,1.0,0
SGP202316364,1,1,1,1,1.0,0
SGP202316365,1,1,1,1,1.0,0
SGP202316366,1,1,1,1,1.0,0
SGP202316367,1,1,1,1,1.0,0
SGP202316368,1,1,1,1,1.0,0
SGP202316369,1,1,1,1,1.0,0
SGP202316370,1,1,1,1,1.0,0
SGP202316371,1,1,1,1,1.0,0
SGP202316372,1,1,1,1,1.0,0
SGP202316373,1,1,1,1,1.0,0
SGP202316374,1,1,1,1,1.0,0
SGP202316375,1,1,1,1,1.0,0
SGP202316376,1,1,1,1,1.0,0
SGP202316379,1,1,1,1,1.0,0
SGP202316380,1,1,1,1,1.0,0
SGP202316381,1,1,1,1,1.0,0
SGP202316382,1,1,1,1,1.0,0
SGP202316383,1,1,1,1,1.0,0
SGP202316384,1,1,1,1,1.0,0
SGP202316385,1,1,1,1,1.0,0
SGP202316386,1,1,1,1,1.0,0
SGP202316387,1,1,1,1,1.0,0
SGP202316388,1,1,1,1,1.0,0
SGP202316389,1,1,1,1,1.0,0
SGP202316390,1,1,1,1,1.0,0
SGP202316391,1,1,1,1,1.0,0
SGP202316392,1,1,1,1,1.0,0
SGP202316393,1,1,1,1,1.0,0
SGP202316394,1,1,1,1,1.0,0
SGP202316395,1,1,1,1,1.0,0
SGP202316396,1,1,1,1,1.0,0
SGP202316397,1,1,1,1,1.0,0
SGP202316398,1,1,1,1,1.0,0
SGP202316399,1,1,1,1,1.0,0
SGP202316400,1,1,1,1,1.0,0
SGP202316401,1,1,1,1,1.0,0
SGP202316402,1,1,1,1,1.0,0
SGP202316403,1,1,1,1,1.0,0
SGP202316404,1,1,1,1,1.0,0
SGP202316405,1,1,1,1,1.0,0
SGP202316406,1,1,1,1,1.0,0
SGP202316407,1,1,1,1,1.0,0
SGP202316408,1,1,1,1,1.0,0
SGP202316409,1,1,1,1,1.0,0
SGP202316410,1,1,1,1,1.0,0
SGP202316411,1,1,1,1,1.0,0
SGP202316412,1,1,1,1,1.0,0
SGP202316413,1,1,1,1,1.0,0
SGP202316414,1,1,1,1,1.0,0
SGP202316415,1,1,1,1,1.0,0
SGP202316416,1,1,1,1,1.0,0
SGP202316417,1,1,1,1,1.0,0
SGP202316418,1,1,1,1,1.0,0
SGP202316419,1,1,1,1,1.0,0
SGP202316420,1,1,1,1,1.0,0
SGP202316421,1,1,1,1,1.0,0
SGP202316422,1,1,1,1,1.0,0
SGP202316423,1,1,1,1,1.0,0
SGP202316424,1,1,1,1,1.0,0
SGP202316425,1,1,1,1,1.0,0
SGP202316427,1,1,1,1,1.0,0
SGP202316428,1,1,1,1,1.0,0
SGP202316429,1,1,1,1,1.0,0
SGP202316432,1,1,1,1,1.0,0
SGP202316433,1,1,1,1,1.0,0
SGP202316434,1,1,1,1,1.0,0
SGP202316435,1,1,1,1,1.0,0
SGP202316436,1,1,1,1,1.0,0
SGP202316437,1,1,1,1,1.0,0
SGP202316438,1,1,1,1,1.0,0
SGP202316439,1,1,1,1,1.0,0
SGP202316440,1,1,1,1,1.0,0
SGP202316441,1,1,1,1,1.0,0
SGP202316442,1,1,1,1,1.0,0
SGP202316443,1,1,1,1,1.0,0
SGP202316446,1,1,1,1,1.0,0
SGP202316447,1,1,1,1,1.0,0
SGP202316448,1,1,1,1,1.0,0
SGP202316449,1,1,1,1,1.0,0
SGP202316451,1,1,1,1,1.0,0
SGP202316452,1,1,1,1,1.0,0
SGP202316453,1,1,1,1,1.0,0
SGP202316454,1,1,1,1,1.0,0
SGP202316455,1,1,1,1,1.0,0
SGP202316458,1,1,1,1,1.0,0
SGP202316459,1,1,1,1,1.0,0
SGP202316460,1,1,1,1,1.0,0
SGP202316461,1,1,1,1,1.0,0
SGP202316462,1,1,1,1,1.0,0
SGP202316463,1,1,1,1,1.0,0
SGP202316464,1,1,1,1,1.0,0
SGP202316465,1,1,1,1,1.0,0
SGP202316466,1,1,1,1,1.0,0
SGP202316469,1,1,1,1,1.0,0
SGP202316470,1,1,1,1,1.0,0
SGP202316471,1,1,1,1,1.0,0
SGP202316472,1,1,1,1,1.0,0
SGP202316473,1,1,1,1,1.0,0
SGP202316483,1,1,1,1,1.0,0
SGP202316488,1,1,1,1,1.0,0
SGP202316489,1,1,1,1,1.0,0
SGP202316496,1,1,1,1,1.0,0
SGP202316497,1,1,1,1,1.0,0
SGP202316498,1,1,1,1,1.0,0
SGP202316500,1,1,1,1,1.0,0
SGP202316501,1,1,1,1,1.0,0
SGP202316502,1,1,1,1,1.0,0
SGP202316504,1,1,1,1,1.0,0
SGP202316505,1,1,1,1,1.0,0
SGP202316506,1,1,1,1,1.0,0
SGP202316507,1,1,1,1,1.0,0
SGP202316508,1,1,1,1,1.0,0
SGP202316509,1,1,1,1,1.0,0
SGP202316510,1,1,1,1,1.0,0
SGP202316511,1,1,1,1,1.0,0
SGP202316517,1,1,1,1,1.0,0
SGP202316518,1,1,1,1,1.0,0
SGP202316520,1,1,1,1,1.0,0
SGP202316521,1,1,1,1,1.0,0
SGP202316523,1,1,1,1,1.0,0
SGP202316524,1,1,1,1,1.0,0
SGP202316525,1,1,1,1,1.0,0
SGP202316528,1,1,1,1,1.0,0
SGP202316529,1,1,1,1,1.0,0
SGP202316532,1,1,1,1,1.0,0
SGP202316535,1,1,1,1,1.0,0
SGP202316536,1,1,1,1,1.0,0
SGP202316540,1,1,1,1,1.0,0
SGP202316541,1,1,1,1,1.0,0
SGP202316542,1,1,1,1,1.0,0
SGP202316547,1,1,1,1,1.0,0
SGP202316557,1,1,1,1,1.0,0
SGP202316558,1,1,1,1,1.0,0
SGP202316559,1,1,1,1,1.0,0
SGP202316572,1,1,1,1,1.0,0
SGP202316574,1,1,1,1,1.0,0
SGP202316576,1,1,1,1,1.0,0
SGP202316577,1,1,1,1,1.0,0
SGP202316578,1,1,1,1,1.0,0
SGP202316579,1,1,1,1,1.0,0
SGP202316580,1,1,1,1,1.0,0
SGP202316581,1,1,1,1,1.0,0
SGP202316582,1,1,1,1,1.0,0
SGP202316583,1,1,1,1,1.0,0
SGP202316584,1,1,1,1,1.0,0
SGP202316585,1,1,1,1,1.0,0
SGP202316586,1,1,1,1,1.0,0
SGP202316587,1,1,1,1,1.0,0
SGP202316589,1,1,1,1,1.0,0
SGP202316590,1,1,1,1,1.0,0
SGP202316591,1,1,1,1,1.0,0
SGP202316592,1,1,1,1,1.0,0
SGP202316593,1,1,1,1,1.0,0
SGP202316594,1,1,1,1,1.0,0
SGP202316595,1,1,1,1,1.0,0
SGP202316596,1,1,1,1,1.0,0
SGP202316597,1,1,1,1,1.0,0
SGP202316598,1,1,1,1,1.0,0
SGP202316599,1,1,1,1,1.0,0
SGP202316600,1,1,1,1,1.0,0
SGP202316601,1,1,1,1,1.0,0
SGP202316602,1,1,1,1,1.0,0
SGP202316603,1,1,1,1,1.0,0
SGP202316604,1,1,1,1,1.0,0
SGP202316605,1,1,1,1,1.0,0
SGP202316606,1,1,1,1,1.0,0
SGP202316607,1,1,1,1,1.0,0
SGP202316609,1,1,1,1,1.0,0
SGP202316610,1,1,1,1,1.0,0
SGP202316611,1,1,1,1,1.0,0
SGP202316614,1,1,1,1,1.0,0
SGP202316616,1,1,1,1,1.0,0
SGP202316617,1,1,1,1,1.0,0
SGP202316618,1,1,1,1,1.0,0
SGP202316619,1,1,1,1,1.0,0
SGP202316620,1,1,1,1,1.0,0
SGP202316621,1,1,1,1,1.0,0
SGP202316622,1,1,1,1,1.0,0
SGP202316623,1,1,1,1,1.0,0
SGP202316624,1,1,1,1,1.0,0
SGP202316625,1,1,1,1,1.0,0
SGP202316626,1,1,1,1,1.0,0
SGP202316627,1,1,1,1,1.0,0
SGP202316635,1,1,1,1,1.0,0
SGP202316640,1,1,1,1,1.0,0
SGP202316642,1,1,1,1,1.0,0
SGP202316643,1,1,1,1,1.0,0
SGP202316644,1,1,1,1,1.0,0
SGP202316645,1,1,1,1,1.0,0
SGP202316647,1,1,1,1,1.0,0
SGP202316648,1,1,1,1,1.0,0
SGP202316649,1,1,1,1,1.0,0
SGP202316650,1,1,1,1,1.0,0
SGP202316651,1,1,1,1,1.0,0
SGP202316652,1,1,1,1,1.0,0
SGP202316653,1,1,1,1,1.0,0
SGP202316655,1,1,1,1,1.0,0
SGP202316663,1,1,1,1,1.0,0
SGP202316665,1,1,1,1,1.0,0
SGP202316667,1,1,1,1,1.0,0
SGP202316686,1,1,1,1,1.0,0
SGP202316687,1,1,1,1,1.0,0
SGP202316692,1,1,1,1,1.0,0
SGP202316698,1,1,1,1,1.0,0
SGP202316708,1,1,1,1,1.0,0
SGP202316709,1,1,1,1,1.0,0
SGP202316724,1,1,1,1,1.0,0
SGP202316725,1,1,1,1,1.0,0
SGP202316728,1,1,1,1,1.0,0
SGP202316729,1,1,1,1,1.0,0
SGP202316730,1,1,1,1,1.0,0
SGP202316731,1,1,1,1,1.0,0
SGP202316740,1,1,1,1,1.0,0
SGP202316741,1,1,1,1,1.0,0
SGP202316747,1,1,1,1,1.0,0
SGP202316750,1,1,1,1,1.0,0
SGP202316751,1,1,1,1,1.0,0
SGP202316761,1,1,1,1,1.0,0
SGP202316765,1,1,1,1,1.0,0
SGP202316769,1,1,1,1,1.0,0
SGP202316770,1,1,1,1,1.0,0
SGP202316774,1,1,1,1,1.0,0
SGP202316775,1,1,1,1,1.0,0
SGP202316776,1,1,1,1,1.0,0
SGP202316777,1,1,1,1,1.0,0
SGP202316780,1,1,1,1,1.0,0
SGP202316781,1,1,1,1,1.0,0
SGP202316782,1,1,1,1,1.0,0
SGP202316784,1,1,1,1,1.0,0
SGP202316786,1,1,1,1,1.0,0
SGP202316787,1,1,1,1,1.0,0
SGP202316788,1,1,1,1,1.0,0
SGP202316789,1,1,1,1,1.0,0
SGP202316791,1,1,1,1,1.0,0
SGP202316793,1,1,1,1,1.0,0
SGP202316794,1,1,1,1,1.0,0
SGP202316796,1,1,1,1,1.0,0
SGP202316797,1,1,1,1,1.0,0
SGP202316802,1,1,1,1,1.0,0
SGP202316805,1,1,1,1,1.0,0
SGP202316806,1,1,1,1,1.0,0
SGP202316807,1,1,1,1,1.0,0
SGP202316809,1,1,1,1,1.0,0
SGP202316811,1,1,1,1,1.0,0
SGP202316815,1,1,1,1,1.0,0
SGP202316816,1,1,1,1,1.0,0
SGP202316818,1,1,1,1,1.0,0
SGP202316823,1,1,1,1,1.0,0
SGP202316824,1,1,1,1,1.0,0
SGP202316825,1,1,1,1,1.0,0
SGP202316827,1,1,1,1,1.0,0
SGP202316828,1,1,1,1,1.0,0
SGP202316836,1,1,1,1,1.0,0
SGP202316837,1,1,1,1,1.0,0
SGP202316838,1,1,1,1,1.0,0
SGP202316839,1,1,1,1,1.0,0
SGP202316843,1,1,1,1,1.0,0
SGP202316844,1,1,1,1,1.0,0
SGP202316845,1,1,1,1,1.0,0
SGP202316846,1,1,1,1,1.0,0
SGP202316847,1,1,1,1,1.0,0
SGP202316849,1,1,1,1,1.0,0
SGP202316857,1,1,1,1,1.0,0
SGP202316858,1,1,1,1,1.0,0
SGP202316859,1,1,1,1,1.0,0
SGP202316860,1,1,1,1,1.0,0
SGP202316861,1,1,1,1,1.0,0
SGP202316862,1,1,1,1,1.0,0
SGP202316863,1,1,1,1,1.0,0
SGP202316864,1,1,1,1,1.0,0
SGP202316865,1,1,1,1,1.0,0
SGP202316866,1,1,1,1,1.0,0
SGP202316868,1,1,1,1,1.0,0
SGP202316877,1,1,1,1,1.0,0
SGP202316878,1,1,1,1,1.0,0
SGP202316879,1,1,1,1,1.0,0
SGP202316880,1,1,1,1,1.0,0
SGP202316881,1,1,1,1,1.0,0
SGP202316882,1,1,1,1,1.0,0
SGP202316885,1,1,1,1,1.0,0
SGP202316886,1,1,1,1,1.0,0
SGP202316887,1,1,1,1,1.0,0
SGP202316893,1,1,1,1,1.0,0
SGP202316894,1,1,1,1,1.0,0
SGP202316895,1,1,1,1,1.0,0
SGP202316897,1,1,1,1,1.0,0
SGP202316898,1,1,1,1,1.0,0
SGP202316904,1,1,1,1,1.0,0
SGP202316907,1,1,1,1,1.0,0
SGP202316911,1,1,1,1,1.0,0
SGP202316913,1,1,1,1,1.0,0
SGP202316919,1,1,1,1,1.0,0
SGP202316933,1,1,1,1,1.0,0
SGP202316936,1,1,1,1,1.0,0
SGP202316937,1,1,1,1,1.0,0
SGP202316938,1,1,1,1,1.0,0
SGP202316939,1,1,1,1,1.0,0
SGP202316941,1,1,1,1,1.0,0
SGP202316944,1,1,1,1,1.0,0
SGP202316945,1,1,1,1,1.0,0
SGP202316948,1,1,1,1,1.0,0
SGP202316955,1,1,1,1,1.0,0
SGP202316960,1,1,1,1,1.0,0
SGP202316961,1,1,1,1,1.0,0
SGP202316965,1,1,1,1,1.0,0
SGP202316983,1,1,1,1,1.0,0
SGP202316985,1,1,1,1,1.0,0
SGP202416970,1,1,1,1,1.0,0
SGP202416972,1,1,1,1,1.0,0
SGP202416973,1,1,1,1,1.0,0
SGP202416976,1,1,1,1,1.0,0
SGP202416977,1,1,1,1,1.0,0
SGP202416980,1,1,1,1,1.0,0
SGP202416981,1,1,1,1,1.0,0
SGP202416982,1,1,1,1,1.0,0
SGP202416990,1,1,1,1,1.0,0
SGP202416991,1,1,1,1,1.0,0
SGP202416992,1,1,1,1,1.0,0
SGP202416993,1,1,1,1,1.0,0
SGP202416994,1,1,1,1,1.0,0
SGP202416995,1,1,1,1,1.0,0
SGP202416996,1,1,1,1,1.0,0
SGP202416998,1,1,1,1,1.0,0
SGP202416999,1,1,1,1,1.0,0
SGP202417000,1,1,1,1,1.0,0
SGP202417001,1,1,1,1,1.0,0
SGP202417002,1,1,1,1,1.0,0
SGP202417003,1,1,1,1,1.0,0
SGP202417004,1,1,1,1,1.0,0
SGP202417005,1,1,1,1,1.0,0
SGP202417006,1,1,1,1,1.0,0
SGP202417007,1,1,1,1,1.0,0
SGP202417008,1,1,1,1,1.0,0
SGP202417009,1,1,1,1,1.0,0
SGP202417010,1,1,1,1,1.0,0
SGP202417011,1,1,1,1,1.0,0
SGP202417012,1,1,1,1,1.0,0
SGP202417013,1,1,1,1,1.0,0
SGP202417014,1,1,1,1,1.0,0
SGP202417015,1,1,1,1,1.0,0
SGP202417016,1,1,1,1,1.0,0
SGP202417017,1,1,1,1,1.0,0
SGP202417018,1,1,1,1,1.0,0
SGP202417019,1,1,1,1,1.0,0
SGP202417020,1,1,1,1,1.0,0
SGP202417021,1,1,1,1,1.0,0
SGP202417022,1,1,1,1,1.0,0
SGP202417023,1,1,1,1,1.0,0
SGP202417024,1,1,1,1,1.0,0
SGP202417025,1,1,1,1,1.0,0
SGP202417026,1,1,1,1,1.0,0
SGP202417027,1,1,1,1,1.0,0
SGP202417028,1,1,1,1,1.0,0
SGP202417029,1,1,1,1,1.0,0
SGP202417030,1,1,1,1,1.0,0
SGP202417031,1,1,1,1,1.0,0
SGP202417032,1,1,1,1,1.0,0
SGP202417033,1,1,1,1,1.0,0
SGP202417034,1,1,1,1,1.0,0
SGP202417035,1,1,1,1,1.0,0
SGP202417036,1,1,1,1,1.0,0
SGP202417037,1,1,1,1,1.0,0
SGP202417038,1,1,1,1,1.0,0
SGP202417039,1,1,1,1,1.0,0
SGP202417040,1,1,1,1,1.0,0
SGP202417041,1,1,1,1,1.0,0
SGP202417042,1,1,1,1,1.0,0
SGP202417043,1,1,1,1,1.0,0
SGP202417044,1,1,1,1,1.0,0
SGP202417045,1,1,1,1,1.0,0
SGP202417046,1,1,1,1,1.0,0
SGP202417047,1,1,1,1,1.0,0
SGP202417048,1,1,1,1,1.0,0
SGP202417049,1,1,1,1,1.0,0
SGP202417050,1,1,1,1,1.0,0
SGP202417051,1,1,1,1,1.0,0
SGP202417052,1,1,1,1,1.0,0
SGP202417053,1,1,1,1,1.0,0
SGP202417054,1,1,1,1,1.0,0
SGP202417055,1,1,1,1,1.0,0
SGP202417056,1,1,1,1,1.0,0
SGP202417057,1,1,1,1,1.0,0
SGP202417058,1,1,1,1,1.0,0
SGP202417059,1,1,1,1,1.0,0
SGP202417060,1,1,1,1,1.0,0
SGP202417061,1,1,1,1,1.0,0
SGP202417062,1,1,1,1,1.0,0
SGP202417063,1,1,1,1,1.0,0
SGP202417064,1,1,1,1,1.0,0
SGP202417068,1,1,1,1,1.0,0
SGP202417074,1,1,1,1,1.0,0
SGP202417075,1,1,1,1,1.0,0
SGP202417085,1,1,1,1,1.0,0
SGP202417087,1,1,1,1,1.0,0
SGP202417088,1,1,1,1,1.0,0
SGP202417091,1,1,1,1,1.0,0
SGP202417092,1,1,1,1,1.0,0
SGP202417101,1,1,1,1,1.0,0
SGP202417102,1,1,1,1,1.0,0
SGP202417103,1,1,1,1,1.0,0
SGP202417104,1,1,1,1,1.0,0
SGP202417105,1,1,1,1,1.0,0
SGP202417106,1,1,1,1,1.0,0
SGP202417107,1,1,1,1,1.0,0
SGP202417108,1,1,1,1,1.0,0
SGP202417109,1,1,1,1,1.0,0
SGP202417110,1,1,1,1,1.0,0
SGP202417111,1,1,1,1,1.0,0
SGP202417112,1,1,1,1,1.0,0
SGP202417113,1,1,1,1,1.0,0
SGP202417114,1,1,1,1,1.0,0
SGP202417115,1,1,1,1,1.0,0
SGP202417116,1,1,1,1,1.0,0
SGP202417117,1,1,1,1,1.0,0
SGP202417118,1,1,1,1,1.0,0
SGP202417119,1,1,1,1,1.0,0
SGP202417120,1,1,1,1,1.0,0
SGP202417121,1,1,1,1,1.0,0
SGP202417122,1,1,1,1,1.0,0
SGP202417123,1,1,1,1,1.0,0
SGP202417124,1,1,1,1,1.0,0
SGP202417125,1,1,1,1,1.0,0
SGP202417127,1,1,1,1,1.0,0
SGP202417129,1,1,1,1,1.0,0
SGP202417131,1,1,1,1,1.0,0
SGP202417132,1,1,1,1,1.0,0
SGP202417134,1,1,1,1,1.0,0
SGP202417135,1,1,1,1,1.0,0
SGP202417136,1,1,1,1,1.0,0
SGP202417137,1,1,1,1,1.0,0
SGP202417138,1,1,1,1,1.0,0
SGP202417140,1,1,1,1,1.0,0
SGP202417141,1,1,1,1,1.0,0
SGP202417143,1,1,1,1,1.0,0
SGP202417144,1,1,1,1,1.0,0
SGP202417145,1,1,1,1,1.0,0
SGP202417146,1,1,1,1,1.0,0
SGP202417147,1,1,1,1,1.0,0
SGP202417158,1,1,1,1,1.0,0
SGP202417159,1,1,1,1,1.0,0
SGP202417168,1,1,1,1,1.0,0
SGP202417169,1,1,1,1,1.0,0
SGP202417171,1,1,1,1,1.0,0
SGP202417172,1,1,1,1,1.0,0
SGP202417173,1,1,1,1,1.0,0
SGP202417174,1,1,1,1,1.0,0
SGP202417175,1,1,1,1,1.0,0
SGP202417177,1,1,1,1,1.0,0
SGP202417178,1,1,1,1,1.0,0
